,price,year,km,title,location
1101,202999,2014,84476, Nissan Juke 5p Exclusive L4/1.6/t Aut ,Distrito Federal
1102,332999,2016,40355, Chevrolet Malibú 4 Pts. 2.0 G Premier Turbo Ta ,Distrito Federal
1103,204999,2014,95056, Dodge Journey 5p Sxt L4/2.4 Aut 5/pas ,Distrito Federal
1104,257999,2016,43292, Audi A1 5p S Line 1.8 Tfsi S Tronic Sb ,Distrito Federal
1105,292999,2018,14470, Nissan Sentra 4p Exclusive L4/1.8 Aut Nave ,Distrito Federal
1106,204999,2016,60000, Volkswagen Jetta 4p Trendline L5/2.5 Man ,Distrito Federal
1107,259999,2016,70329, Mazda Cx-5 5p I L4/2.0 Aut ,Distrito Federal
1108,292999,2016,71103, Audi A3 4p Sedán Ambiente L4/1.8/t Aut ,Distrito Federal
1109,232999,2015,36352, Suzuki Grand Vitara 5p Gls L4/2.4 Aut ,Distrito Federal
1110,269999,2013,101200, Nissan Pathfinder 5p Exclusive Aut V6 ,Distrito Federal
1111,237999,2016,71477, Chevrolet Trax 5 Pts. Ltz C ,Distrito Federal
1112,212999,2014,87946, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
1113,274999,2016,42443, Seat Leon 5p Fr L4/1.4/t Aut ,Distrito Federal
1114,539999,2017,40936, Cadillac Cts 4p Premium Sedan V6/3.6/t Aut ,Distrito Federal
1115,232999,2014,68953, Honda Cr-v 5p Ex L4/2.4 Aut ,Distrito Federal
1116,187999,2017,34630, Fiat Palio 5p Sporting Dualogic L4/1.6 Aut ,Distrito Federal
1117,159999,2014,82572, Suzuki Swift 5p Glx L4/1.4 Man ,Distrito Federal
1118,177999,2014,106112, Mazda Mazda 3 4p Sedán S L4/2.5 Aut ,Distrito Federal
1119,127999,2013,100501, Nissan Tiida 5p Hatch Back Emotion 1.8 6vel ,Distrito Federal
1120,602999,2017,47077, Audi A6 4p S Line L4/2.0/t Aut Quattro ,Distrito Federal
1121,179999,2013,101487, Honda Accord 4p Lx Sedan L4 Tela Cvt ,Distrito Federal
1122,252999,2014,61312, Volkswagen Beetle 2p Turbo L4/2.0/t Aut ,Distrito Federal
1123,349999,2016,57965, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
1124,429999,2016,29000, Bmw Serie 4 4p 428i G Coupé Luxury Line L4/2.0/t Man ,Distrito Federal
1125,512999,2014,59400, Bmw X5 5p X5 Xdrive50ia M Sport 7 Seater ,Distrito Federal
1126,397999,2018,20127, Mini Clubman 5p Business L3/1.5/t Aut ,Distrito Federal
1127,202999,2016,62216, Chevrolet Cruze 4 Pts. Ls Turbo A ,Distrito Federal
1128,229999,2014,108559, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
1129,457999,2018,30384, Alfa Romeo Giulietta 5p Hb Giulietta Veloce L4/1.7 Aut ,Distrito Federal
1130,787999,2014,67017, Porsche Cayenne 5p Gts V8/4.8 Tiptronic ,Distrito Federal
1131,269999,2016,56117, Seat Leon 5p Fr L4/1.8/t Aut ,Distrito Federal
1132,447999,2017,24274, Cadillac Ats 5p Platinum V6/3.6 Aut ,Distrito Federal
1133,437999,2012,71508, Porsche Cayenne 5p Vud V6 Tiptronic ,Distrito Federal
1134,327999,2016,42244, Audi A1 3p Active 125hp Stronic Ra-16 ,Distrito Federal
1135,187999,2017,42619, Nissan March 5p Sr L4/1.6 Man ,Distrito Federal
1136,274999,2018,25632, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
1137,244999,2017,58784, Volkswagen Jetta 4p Comfortline L5/2.5 Aut ,Distrito Federal
1138,392999,2016,58928, Audi Q5 5p Trendy L4/2.0/t Aut ,Distrito Federal
1139,347999,2016,73627, Bmw Serie 2 2p 220i Coupé Sport Line L4/2.0/t Aut ,Distrito Federal
1140,249999,2016,65017, Seat Leon 5p Style St L4/1.4/t Aut Full Link ,Distrito Federal
1141,182999,2014,100803, Jeep Patriot 5p Sport L4/2.4 Aut ,Distrito Federal
1142,292999,2018,24833, Mazda Mazda 3 4p Hatchback S Grand Touring L4/2.5 Aut ,Distrito Federal
1143,329999,2014,70224, Buick Enclave 5p V6 3.6 Aut ,Distrito Federal
1144,262999,2016,64079, Mini Cooper 3p Chili L3/1.5/t Man ,Distrito Federal
1145,402999,2013,46443, Bmw X5 5p X5 Xdrive50ia M Sport Aut ,Distrito Federal
1146,184999,2014,82467, Mazda Mazda 3 4p Sedán S L4/2.5 Aut ,Distrito Federal
1147,239999,2015,105085, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
1148,394999,2014,78476, Chevrolet Suburban 5p Lt V8/5.3 Aut Piel 2da/banca ,Distrito Federal
1149,479999,2014,74760, Bmw X5 5p X5 Xdrive50i Excellence V8/4.4/t Aut ,Distrito Federal
1150,382999,2017,46700, Mini Cooper 3p S J Cooper Works Hot Chili L4/2.0 Aut ,Distrito Federal
1151,259999,2015,78529, Acura Tlx 4p Tech L4/2.4 Aut ,Distrito Federal
1152,172999,2012,59610, Suzuki Grand Vitara 5p Gls Aut L4 Piel Q/c Cd ,Distrito Federal
1153,294999,2017,43131, Volkswagen Golf 5p Highline L4/1.4/t Aut ,Distrito Federal
1154,349999,2017,51000, Kia Optima 4p Sxl L4/2.0/t Aut ,Distrito Federal
1155,347999,2016,34478, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
1156,274999,2016,43180, Chevrolet Malibú 4p Ls L4/1.5/t Aut ,Distrito Federal
1157,264999,2016,67749, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
1158,754999,2015,82342, Porsche Macan 5p Macan S V6/3.0 Aut ,Distrito Federal
1159,182999,2017,34656, Fiat Palio 5p Sporting L4/1.6 Man ,Distrito Federal
1160,252999,2014,80397, Honda Cr-v 5p Exl L4/2.4 Aut 4wd ,Distrito Federal
1161,247999,2015,98914, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
1162,477999,2017,37715, Audi A4 4p Select L4/2.0/tdi Diesel Aut ,Distrito Federal
1163,234999,2016,51257, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
1164,282999,2015,59991, Chrysler Town & Country 5p Touring V6/3.6 Aut Piel ,Distrito Federal
1165,422999,2016,71397, Honda Odyssey 5p Exl V6/3.5 Aut ,Distrito Federal
1166,224999,2016,77963, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
1167,294999,2015,69913, Jeep Cherokee 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
1168,244999,2015,81700, Nissan X-trail 5p Advance 2 L4/2.5 Aut ,Distrito Federal
1169,237999,2013,99366, Honda Cr-v 5p Exl A/a Q/c Piel Navi Awd ,Distrito Federal
1170,204999,2015,63063, Hyundai Elantra 4p Limited Tech L4/1.8 Aut ,Distrito Federal
1171,222999,2017,45746, Seat Toledo 4p Style L4/1.4/t Aut ,Distrito Federal
1172,187999,2017,43726, Nissan March 5p Sr L4/1.6 Man ,Distrito Federal
1173,299999,2017,21476, Mazda Mx-5 2p I Sport Convertible L4/2.0 Man ,Distrito Federal
1174,199999,2014,108881, Honda Accord 4p Lx Sedán L4/2.4 Aut ,Distrito Federal
1175,192999,2016,44159, Fiat 500 3p Easy L4/1.4 Man ,Distrito Federal
1176,217999,2015,50166, Jeep Patriot 5p Sport L4/2.4 Aut ,Distrito Federal
1177,282999,2014,77270, Nissan Pathfinder 5p Advance V6/3.5 Aut ,Distrito Federal
1178,212999,2013,93225, Honda Cr-v 5p Ex Aut Fwr A/a ,Distrito Federal
1179,234999,2011,99502, Jeep Grand Cherokee 5p Limited Premium V8 5.7 Hemi 4x2 Rbz ,Distrito Federal
1180,524999,2016,40572, Bmw Serie 2 2p 235i Coupé M Sport L6/3.0/t Aut ,Distrito Federal
1181,269999,2016,80691, Dodge Journey 5p Rt V6/3.6 Aut ,Distrito Federal
1182,497999,2018,35350, Jeep Compass 5p Trailhawk 4x2 V6/3.2 Aut ,Distrito Federal
1183,214999,2012,59326, Acura Tl 4p Aut R-18 4x4 ,Distrito Federal
1184,307999,2017,41480, Volkswagen Polo 3p Gti L4/1.8/t Aut ,Distrito Federal
1185,492999,2016,72529, Dodge Durango 5p R/t V8/5.7 Aut ,Distrito Federal
1186,232999,2016,69526, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
1187,464999,2016,29061, Audi A6 4p S Line L4/2.0/t Aut ,Distrito Federal
1188,239999,2016,59600, Chevrolet Trax 5 Pts. Ltz C ,Distrito Federal
1189,229999,2015,65996, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
1190,497999,2018,35497, Jeep Compass 5p Trailhawk 4x2 V6/3.2 Aut ,Distrito Federal
1191,322999,2018,41351, Mazda Mazda 3 4p Hatchback S Grand Touring L4/2.5 Aut ,Distrito Federal
1192,272999,2016,54462, Nissan X-trail 5p Advance 2 L4/2.5 Aut ,Distrito Federal
1193,202999,2017,51219, Renault Duster 5p Dynamique L4/2.0 Man Mediana Pack ,Distrito Federal
1194,257999,2011,106968, Jeep Grand Cherokee 5p Limited 4x2 3.7 V6 Rbz ,Distrito Federal
1195,287999,2018,34985, Hyundai Elantra 4p Limited Tech Navi L4/2.0 Aut ,Distrito Federal
1196,169999,2017,20800, Volkswagen Up! 5p Cross Up L3/1.0 Man ,Distrito Federal
1197,217999,2012,76309, Honda Cr-v 5 Pts. Ex-l Navi ,Distrito Federal
1198,199999,2013,85825, Ford Edge 5p Sel Aut ,Distrito Federal
1199,319999,2017,48446, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
1200,377999,2015,93348, Honda Odyssey Touring V6/3.5 Aut ,Distrito Federal
1201,447999,2015,71620, Toyota Sienna 5p Limited V6/3.5 Aut ,Distrito Federal
1202,262999,2016,62638, Ford Fusion Se Lux 2l Gtdi ,Distrito Federal
1203,362999,2015,100250, Bmw X3 Xdrive 28i X Line L4/2.0/t Aut ,Distrito Federal
1204,367999,2018,13950, Honda Civic 4 Pts. Touring ,Distrito Federal
1205,224999,2017,33253, Seat Toledo 4p Style L4/1.4/t Aut ,Distrito Federal
1206,202999,2016,61739, Volkswagen Jetta 4p Trendline L5/2.5 Aut ,Distrito Federal
1207,177999,2018,20899, Nissan March 5p Advance L4/1.6 Man ,Distrito Federal
1208,177999,2013,86910, Honda Civic 4p Ex-l Sedan Aut. ,Distrito Federal
1209,272999,2016,62682, Seat Leon 5p Fr L4/1.4/t Man ,Distrito Federal
1210,319999,2017,50992, Nissan X-trail 5p Exclusive 2 L4/2.5 Aut ,Distrito Federal
1211,199999,2012,101700, Honda Cr-v 5p Lx Aut A/a Ee Abs ,Distrito Federal
1212,214999,2015,89780, Jeep Compass Latitud 4x2 L4/2.4 Aut C/cam Y B/a ,Distrito Federal
1213,324999,2017,52587, Mini Cooper 3p S Chili L4/2.0/t Man ,Distrito Federal
1214,184999,2017,58879, Renault Fluence 4p Expression L4/2.0 Man ,Distrito Federal
1215,197999,2018,39429, Volkswagen Polo 5p L4/1.6 Man ,Distrito Federal
1216,429999,2017,53899, Bmw X3 5p 3.0 Sdrive 20ia At ,Distrito Federal
1217,269999,2016,76500, Chevrolet Equinox 4p Lt L4/2.4 Aut ,Distrito Federal
1218,249999,2016,71906, Fiat 500 3p 500l Trecking L4/1.4/t Aut ,Distrito Federal
1219,277999,2017,49509, Mini Cooper 3p Salt L3/1.5/t Man ,Distrito Federal
1220,229999,2016,38825, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
1221,292999,2016,55406," Kia Sorento 5 Pts. Lx, L4 Ta A/ac, Tela 5 Pas. Ra-17 ",Distrito Federal
1222,189999,2013,84629, Ford Fusion 4p Se Luxury Plus L4 Qc Nave ,Distrito Federal
1223,187999,2013,99237, Ford Fusion 4p Se Luxury L4 Piel ,Distrito Federal
1224,274999,2016,41295, Chevrolet Malibú 4p Ls L4/1.5/t Aut ,Distrito Federal
1225,177999,2016,69244, Nissan Note 5p Sense L4/1.6 Man ,Distrito Federal
1226,274999,2017,34050, Volkswagen Beetle 2p Sportline L5/2.5 Man ,Distrito Federal
1227,399999,2017,18148, Nissan Maxima 4p Sr V6/3.5 Aut ,Distrito Federal
1228,304999,2012,88118, Bmw X5 5p Xdrive 35ia M Sport Aut ,Distrito Federal
1229,177999,2015,50872, Renault Fluence 4p Dynamique L4/2.0 Aut ,Distrito Federal
1230,474999,2018,24124, Mercedes-benz Clase Cla 4p 200 Cgi Sport L4/1.6/t Aut ,Distrito Federal
1231,387999,2016,80959, Bmw X3 5p Sdrive 20i L4/2.0/t Aut Business ,Distrito Federal
1232,252999,2015,49019, Toyota Camry 4p Xle L4/2.5 Aut ,Distrito Federal
1233,619999,2018,18027, Infiniti Q50 4p Q50 Hybrid 50kw O V6/3.5 Aut ,Distrito Federal
1234,349999,2015,84530, Mercedes-benz Clase Cla 4p 180 Cgi L4/1.6/t Aut ,Distrito Federal
1235,337999,2018,37573, Honda Hr-v 5p Exl V6/1.8 Aut ,Distrito Federal
1236,182999,2013,49153, Peugeot 508 4p Félline Aut 1.6 Aut. D/aa ,Distrito Federal
1237,224999,2014,68523, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
1238,319999,2016,49500, Gmc Terrain Slt2 V6/3.6 Aut Awd ,Distrito Federal
1239,259999,2016,35191, Volkswagen Beetle 2p Sportline L5/2.5 Man ,Distrito Federal
1240,294999,2015,86395, Jeep Cherokee 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
1241,294999,2015,59200, Jeep Cherokee 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
1242,294999,2014,93795, Bmw Serie 3 4p 328i L4/2.0/t Aut ,Distrito Federal
1243,462999,2016,71357, Audi Q5 5p Elite V6/3.0/t Aut ,Distrito Federal
1244,219999,2013,90428, Volkswagen Tiguan 5p Track & Fun 4 Motion Tiptronic Climatronic Piel ,Distrito Federal
1245,199999,2014,92538, Ford Escape 5p S Plus L4/2.5 Aut ,Distrito Federal
1246,262999,2016,69730, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
1247,314999,2015,39212, Bmw Serie 3 4p 320i L4/2.0/t Man ,Distrito Federal
1248,222999,2016,39079, Volkswagen Beetle 2p Sportline L5/2.5 Man ,Distrito Federal
1249,259999,2011,85754, Bmw Serie 5 4p 535ia Top Line Aut ,Distrito Federal
1250,257999,2016,81652, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
1251,362999,2016,59208, Audi Q3 5p Elite L4/2.0/180/t Aut ,Distrito Federal
1252,247999,2013,65517, Toyota Highlander 5p Base Aut A/a R-17 ,Distrito Federal
1253,239999,2013,55636, Mazda Cx-5 5p Grand Touring I L4 2.0 Aut ,Distrito Federal
1254,224999,2014,99042, Mazda Cx-5 5p Sport I L4/2.0 Aut ,Distrito Federal
1255,177999,2016,41500, Chevrolet Cruze 4p Ls L4/1.4/t Aut ,Distrito Federal
1256,274999,2016,52597, Toyota Camry 4p Xse V6/3.5 Aut ,Distrito Federal
1257,312999,2015,50830, Audi Q3 5p Elite L4/2.0/t Aut ,Distrito Federal
1258,242999,2017,31000, Chevrolet Cruze 4p Lt L4/1.4/t Aut ,Distrito Federal
1259,242999,2014,77475, Jeep Cherokee 5p Latitud 4x2 L4/2.4 Aut ,Distrito Federal
1260,347999,2016,55000, Volkswagen Golf Gti L4/2.0 Aut ,Distrito Federal
1261,189999,2013,56269, Ford Escape 5p S L4/2.5 Aut ,Distrito Federal
1262,322999,2016,47022, Audi A1 3p Active 125hp Stronic Ra-16 ,Distrito Federal
1263,244999,2016,39153, Volkswagen Passat 4p Comfortline L5/2.5 Aut ,Distrito Federal
1264,194999,2015,92895, Volkswagen Passat 4p Comfortline L5/2.5 Aut ,Distrito Federal
1265,212999,2014,94256, Toyota Camry 4p Se V6/3.5 Aut ,Distrito Federal
1266,144999,2014,106034, Toyota Yaris 4p Sedán Premium L4/1.5 Man ,Distrito Federal
1267,299999,2015,76052, Bmw Serie 3 4p 320i L4/2.0/t Man ,Distrito Federal
1268,212999,2014,101686, Jeep Compass 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
1269,299999,2017,53590, Volkswagen Polo 3p Gti L4/1.8/t Aut ,Distrito Federal
1270,197999,2017,12947, Ford Fiesta 4p Se L4/1.6 Aut Sin Qc ,Distrito Federal
1271,212999,2016,56000, Mazda Mazda 3 4p Sedán I L4/2.0 Man ,Distrito Federal
1272,327999,2018,17498, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
1273,294999,2015,76704, Jeep Cherokee 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
1274,397999,2018,27194, Mini Cooper 5p Chili L3/1.5/t Aut ,Distrito Federal
1275,457999,2016,49570, Toyota Highlander 5p Limited V6/3.5 Aut ,Distrito Federal
1276,242999,2014,93420, Honda Cr-v 5p Ex Plus L4/2.4 Aut ,Distrito Federal
1277,439999,2017,37000, Mini Cooper 3p S J Cooper Works Hot Chili L4/2.0 Aut ,Distrito Federal
1278,227999,2013,101000, Mazda Cx-5 5p Grand Touring I L4 2.0 Aut ,Distrito Federal
1279,232999,2017,24000, Fiat Palio 5p Sporting Dualogic L4/1.6 Aut ,Distrito Federal
1280,244999,2014,86000, Honda Cr-v 5p Ex Plus L4/2.4 Aut ,Distrito Federal
1281,197999,2014,63607, Toyota Corolla 4p Le L4/1.8 Aut ,Distrito Federal
1282,232999,2014,60370, Honda Cr-v 5p Lx L4/2.4 Aut ,Distrito Federal
1283,269999,2013,73864, Toyota Rav4 5p Ltd Platinium Aut ,Distrito Federal
1284,242999,2016,62000, Volkswagen Beetle 2p Sportline L5/2.5 Man ,Distrito Federal
1285,377999,2018,12457," Kia Optima 4 Pts. Sxl, 2.0t Ta Climatronic, Piel Qcp Gps Harman Kardon Ra-18 ",Distrito Federal
1286,309999,2015,69235, Nissan Pathfinder 5p Exclusive V6/3.5 Aut Awd ,Distrito Federal
1287,172999,2016,81687, Nissan Sentra 4p Advance L4/1.8 Aut ,Distrito Federal
1288,199999,2015,102028, Mitsubishi Asx 5p Se L4/2.0 Aut ,Distrito Federal
1289,514999,2017,43509, Infiniti Q50 4p Q50 Hybrid 50kw Ó V6/3.5 Aut ,Distrito Federal
1290,474999,2017,48000, Audi A4 4p Dynamic L4/2.0/t Aut ,Distrito Federal
1291,294999,2014,76414, Bmw Serie 3 4p 328i L4/2.0/t Aut ,Distrito Federal
1292,227999,2014,91566, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
1293,192999,2011,92977, Mercedes-benz Clase C 4p C 300 Elegance Limited Aut ,Distrito Federal
1294,264999,2017,32464, Volkswagen Beetle 2p Sportline L5/2.5 Man ,Distrito Federal
1295,172999,2013,101345, Toyota Camry 4p Se Aut V6 A/a Ee Q/c Nave. ,Distrito Federal
1296,449999,2017,28147, Ford Edge 5p Titanium V6/3.5 Aut ,Distrito Federal
1297,217999,2017,35087, Volkswagen Jetta 4p Trendline L5/2.5 Aut ,Distrito Federal
1298,327999,2018,27000," Kia Optima 4 Pts. Ex, 2.4l Ta Climatronic, Piel Gps Ra-17 ",Distrito Federal
1299,192999,2012,98494, Mercedes-benz Clase C 4p C 200 Cgi Exclusive Aut ,Distrito Federal
1300,432999,2015,49981, Land Rover Lr2 5p Hse L4 2.0 Aut ,Distrito Federal
1301,212999,2013,95133, Honda Cr-v 5p Ex Aut Fwr A/a ,Distrito Federal
1302,369999,2018,26322, Chevrolet Equinox 5p Lt L4/1.5/t Aut ,Distrito Federal
1303,274999,2018,20994, Nissan Sentra 4p Exclusive L4/1.8 Aut Nave ,Distrito Federal
1304,494999,2014,52858, Audi A7 5p S Line V6/3.0/t Aut ,Distrito Federal
1305,277999,2015,69534, Toyota Rav4 5p Limited L4/2.5 Aut ,Distrito Federal
1306,939999,2016,33386, Mercedes-benz Clase C 4p C 200 Exclusive L4/1.8/t Aut ,Distrito Federal
1307,204999,2015,87719, Ford Escape S L4/2.5 Aut ,Distrito Federal
1308,384999,2017,47228, Infiniti Q50 4p Q50 Perfection  v6/3.7 Aut ,Distrito Federal
1309,384999,2017,45504, Bmw Serie 3 4p 320i L4/2.0/t Aut Business ,Distrito Federal
1310,849999,2016,30324, Bmw Serie 6 4p 650i Gran Coupé V8/4.4/t Aut ,Distrito Federal
1311,274999,2015,26498, Ford Focus 5p Se Appearance L4 2.0 Aut ,Distrito Federal
1312,249999,2018,23800, Chevrolet Cruze 4p Ls L4/1.4/t Man ,Distrito Federal
1313,469999,2017,19129, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
1314,429999,2016,45207, Mercedes-benz Clase C 4p C 250 Sport L4/2.0/t Aut ,Distrito Federal
1315,524999,2018,16710, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
1316,309999,2015,67605, Nissan Pathfinder 5p Advance V6/3.5 Aut ,Distrito Federal
1317,274999,2017,37762, Nissan Juke 5p Advance L4/1.6/t Aut ,Distrito Federal
1318,282999,2017,16526, Nissan Juke 5p Exclusive L4/1.6/t Aut ,Distrito Federal
1319,462999,2017,25689, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
1320,524999,2018,17584, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
1321,279999,2017,20193, Nissan Juke 5p Advance L4/1.6/t Aut ,Distrito Federal
1322,442999,2017,16626, Bmw Serie 3 4p 330i Luxury Line L4/2.0/t Aut ,Distrito Federal
1323,462999,2017,22022, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
1324,442999,2017,21627, Bmw Serie 3 4p 330i Luxury Line L4/2.0/t Aut ,Distrito Federal
1325,157999,2013,83711, Renault Koleos 5p Expression Cvt ,Distrito Federal
1326,259999,2014,91585, Honda Odyssey 5p Ex V6/3.5 Aut ,Distrito Federal
1327,172999,2015,80663, Renault Duster 5p Dynamique L4/2.0 Aut Medianav ,Distrito Federal
1328,329999,2016,55885, Audi A3 2p Cabrio Attraction L4/1.8/t Aut ,Distrito Federal
1329,239999,2014,83670, Mini Countryman 5p Countryman S Chili L4/2.0/t Aut ,Distrito Federal
1330,189999,2015,53480, Chevrolet Cruze 4 Pts. 1.4 Turbo F At ,Distrito Federal
1331,124999,2012,101679, Ford Fusion 4p Se L4 Aut ,Distrito Federal
1332,212999,2014,95449, Mazda Cx-5 5p I L4/2.0 Aut ,Distrito Federal
1333,222999,2013,101227, Toyota Rav4 5p Xle Aut ,Distrito Federal
1334,319999,2016,44794, Seat Leon 3p Connect L4/1.4/t Man ,Distrito Federal
1335,187999,2015,79660, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
1336,169999,2011,84016, Volkswagen Passat 4p Cc 2.0l Turbo Tiptronic ,Distrito Federal
1337,347999,2016,34664, Nissan Maxima 4p Sr V6/3.5 Aut ,Distrito Federal
1338,494999,2019,100, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
1339,294999,2018,100, Suzuki Vitara 4p Glx L4/1.4 Aut ,Distrito Federal
